0 TYPE: Precalculus | LEVEL: 4 | OUTPUT: None | ANSWER: -\frac{1}{2} | FNAME: /home/besperk/Code/MATH-Data/MATH/test/precalculus/216.json
844 TYPE: Counting & Probability | LEVEL: 1 | OUTPUT: 8 | ANSWER: 6 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/counting_and_probability/778.json
845 TYPE: Counting & Probability | LEVEL: 5 | OUTPUT: \frac{1}{2} | ANSWER: \frac{1}{2} | FNAME: /home/besperk/Code/MATH-Data/MATH/test/counting_and_probability/731.json
846 TYPE: Counting & Probability | LEVEL: 2 | OUTPUT: None | ANSWER: 0 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/counting_and_probability/30.json
847 TYPE: Counting & Probability | LEVEL: 5 | OUTPUT: None | ANSWER: 10 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/counting_and_probability/203.json
848 TYPE: Counting & Probability | LEVEL: 1 | OUTPUT: 200 | ANSWER: 3 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/counting_and_probability/449.json
849 TYPE: Counting & Probability | LEVEL: 4 | OUTPUT: None | ANSWER: 300 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/counting_and_probability/946.json
850 TYPE: Counting & Probability | LEVEL: 2 | OUTPUT: 8 | ANSWER: 56 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/counting_and_probability/384.json
851 TYPE: Counting & Probability | LEVEL: 2 | OUTPUT: 11 | ANSWER: 7000 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/counting_and_probability/535.json
852 TYPE: Counting & Probability | LEVEL: 2 | OUTPUT: 10 | ANSWER: 16 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/counting_and_probability/84.json
853 TYPE: Counting & Probability | LEVEL: 4 | OUTPUT: \dfrac{1}{3} | ANSWER: \frac{2}{27} | FNAME: /home/besperk/Code/MATH-Data/MATH/test/counting_and_probability/759.json
854 TYPE: Counting & Probability | LEVEL: 4 | OUTPUT: None | ANSWER: 156 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/counting_and_probability/865.json
855 TYPE: Counting & Probability | LEVEL: 5 | OUTPUT: \dfrac{1}{3} | ANSWER: \dfrac{5}{162} | FNAME: /home/besperk/Code/MATH-Data/MATH/test/counting_and_probability/137.json
856 TYPE: Counting & Probability | LEVEL: 1 | OUTPUT: 22 | ANSWER: 1540 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/counting_and_probability/323.json
857 TYPE: Counting & Probability | LEVEL: 5 | OUTPUT: 1 | ANSWER: \dfrac{47}{144} | FNAME: /home/besperk/Code/MATH-Data/MATH/test/counting_and_probability/876.json
858 TYPE: Counting & Probability | LEVEL: 2 | OUTPUT: None | ANSWER: 4495 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/counting_and_probability/116.json
859 TYPE: Counting & Probability | LEVEL: 4 | OUTPUT: None | ANSWER: -\$0.50 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/counting_and_probability/825.json
860 TYPE: Counting & Probability | LEVEL: 5 | OUTPUT: None | ANSWER: \frac{781}{1024} | FNAME: /home/besperk/Code/MATH-Data/MATH/test/counting_and_probability/263.json
861 TYPE: Counting & Probability | LEVEL: 2 | OUTPUT: None | ANSWER: 16 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/counting_and_probability/919.json
862 TYPE: Counting & Probability | LEVEL: 3 | OUTPUT: \dfrac{1}{3} | ANSWER: \frac{1}{6} | FNAME: /home/besperk/Code/MATH-Data/MATH/test/counting_and_probability/678.json
863 TYPE: Counting & Probability | LEVEL: 2 | OUTPUT: \frac{1}{2} | ANSWER: \$0.50 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/counting_and_probability/436.json
864 TYPE: Counting & Probability | LEVEL: 4 | OUTPUT: \frac{1}{5} | ANSWER: \frac{448}{15625} | FNAME: /home/besperk/Code/MATH-Data/MATH/test/counting_and_probability/377.json
865 TYPE: Counting & Probability | LEVEL: 3 | OUTPUT: None | ANSWER: \frac{1}{15} | FNAME: /home/besperk/Code/MATH-Data/MATH/test/counting_and_probability/1087.json
866 TYPE: Counting & Probability | LEVEL: 4 | OUTPUT: None | ANSWER: 2 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/counting_and_probability/1108.json
867 TYPE: Counting & Probability | LEVEL: 2 | OUTPUT: None | ANSWER: 51 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/counting_and_probability/390.json
868 TYPE: Counting & Probability | LEVEL: 5 | OUTPUT: \dfrac{1}{2} | ANSWER: \frac{8}{81} | FNAME: /home/besperk/Code/MATH-Data/MATH/test/counting_and_probability/952.json
869 TYPE: Counting & Probability | LEVEL: 2 | OUTPUT: None | ANSWER: \frac{5}{9} | FNAME: /home/besperk/Code/MATH-Data/MATH/test/counting_and_probability/620.json
870 TYPE: Counting & Probability | LEVEL: 5 | OUTPUT: 52 | ANSWER: \frac{1}{13} | FNAME: /home/besperk/Code/MATH-Data/MATH/test/counting_and_probability/57.json
871 TYPE: Counting & Probability | LEVEL: 3 | OUTPUT: None | ANSWER: 280 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/counting_and_probability/616.json
872 TYPE: Counting & Probability | LEVEL: 3 | OUTPUT: \frac{1}{3} | ANSWER: \frac{8}{9} | FNAME: /home/besperk/Code/MATH-Data/MATH/test/counting_and_probability/262.json
873 TYPE: Counting & Probability | LEVEL: 4 | OUTPUT: 15 | ANSWER: 75,\!075 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/counting_and_probability/694.json
874 TYPE: Counting & Probability | LEVEL: 5 | OUTPUT: \frac{1}{3} | ANSWER: \dfrac{72}{425} | FNAME: /home/besperk/Code/MATH-Data/MATH/test/counting_and_probability/790.json
875 TYPE: Counting & Probability | LEVEL: 5 | OUTPUT: 9 | ANSWER: 576 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/counting_and_probability/212.json
876 TYPE: Counting & Probability | LEVEL: 3 | OUTPUT: \dfrac{11}{11} | ANSWER: \dfrac{5}{143} | FNAME: /home/besperk/Code/MATH-Data/MATH/test/counting_and_probability/950.json
877 TYPE: Counting & Probability | LEVEL: 3 | OUTPUT: None | ANSWER: 864000 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/counting_and_probability/130.json
878 TYPE: Counting & Probability | LEVEL: 5 | OUTPUT: \frac{1}{8} | ANSWER: \frac{10}{19} | FNAME: /home/besperk/Code/MATH-Data/MATH/test/counting_and_probability/385.json
879 TYPE: Counting & Probability | LEVEL: 4 | OUTPUT: \$4 | ANSWER: \$20 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/counting_and_probability/721.json
880 TYPE: Counting & Probability | LEVEL: 2 | OUTPUT: 24 | ANSWER: 70 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/counting_and_probability/107.json
881 TYPE: Counting & Probability | LEVEL: 5 | OUTPUT: 16 | ANSWER: 14 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/counting_and_probability/4.json
882 TYPE: Counting & Probability | LEVEL: 5 | OUTPUT: 18 | ANSWER: \dfrac{1904}{6561} | FNAME: /home/besperk/Code/MATH-Data/MATH/test/counting_and_probability/636.json
883 TYPE: Counting & Probability | LEVEL: 2 | OUTPUT: \frac{1}{6} | ANSWER: \frac{1}{6} | FNAME: /home/besperk/Code/MATH-Data/MATH/test/counting_and_probability/74.json
884 TYPE: Counting & Probability | LEVEL: 2 | OUTPUT: None | ANSWER: 20 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/counting_and_probability/684.json
885 TYPE: Counting & Probability | LEVEL: 2 | OUTPUT: None | ANSWER: 1000000 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/counting_and_probability/47.json
886 TYPE: Counting & Probability | LEVEL: 5 | OUTPUT: \frac{1}{5} | ANSWER: \frac{59}{125} | FNAME: /home/besperk/Code/MATH-Data/MATH/test/counting_and_probability/590.json
887 TYPE: Counting & Probability | LEVEL: 5 | OUTPUT: None | ANSWER: 19 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/counting_and_probability/181.json
888 TYPE: Counting & Probability | LEVEL: 3 | OUTPUT: 10 | ANSWER: 1201 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/counting_and_probability/302.json
889 TYPE: Counting & Probability | LEVEL: 2 | OUTPUT: None | ANSWER: 52 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/counting_and_probability/973.json
890 TYPE: Counting & Probability | LEVEL: 2 | OUTPUT: 6 | ANSWER: 6 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/counting_and_probability/190.json
891 TYPE: Counting & Probability | LEVEL: 4 | OUTPUT: \dfrac{1}{100} | ANSWER: \frac{1}{10} | FNAME: /home/besperk/Code/MATH-Data/MATH/test/counting_and_probability/490.json
892 TYPE: Counting & Probability | LEVEL: 2 | OUTPUT: None | ANSWER: 1430 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/counting_and_probability/1103.json
893 TYPE: Counting & Probability | LEVEL: 3 | OUTPUT: None | ANSWER: 6 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/counting_and_probability/913.json
894 TYPE: Counting & Probability | LEVEL: 2 | OUTPUT: None | ANSWER: 16,\!471 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/counting_and_probability/403.json
895 TYPE: Counting & Probability | LEVEL: 3 | OUTPUT: None | ANSWER: 21 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/counting_and_probability/139.json
896 TYPE: Counting & Probability | LEVEL: 5 | OUTPUT: None | ANSWER: 126 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/counting_and_probability/650.json
897 TYPE: Counting & Probability | LEVEL: 2 | OUTPUT: None | ANSWER: 98,\!770 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/counting_and_probability/489.json
898 TYPE: Counting & Probability | LEVEL: 3 | OUTPUT: None | ANSWER: 36 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/counting_and_probability/38.json
899 TYPE: Counting & Probability | LEVEL: 3 | OUTPUT: 10 | ANSWER: 6 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/counting_and_probability/1065.json
900 TYPE: Counting & Probability | LEVEL: 4 | OUTPUT: \dfrac{1}{4} | ANSWER: \frac{11}{18} | FNAME: /home/besperk/Code/MATH-Data/MATH/test/counting_and_probability/132.json
901 TYPE: Counting & Probability | LEVEL: 2 | OUTPUT: None | ANSWER: 5040 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/counting_and_probability/215.json
902 TYPE: Counting & Probability | LEVEL: 3 | OUTPUT: None | ANSWER: 71 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/counting_and_probability/940.json
903 TYPE: Counting & Probability | LEVEL: 5 | OUTPUT: 7 | ANSWER: 144 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/counting_and_probability/525.json
904 TYPE: Counting & Probability | LEVEL: 1 | OUTPUT: None | ANSWER: 28 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/counting_and_probability/1076.json
905 TYPE: Counting & Probability | LEVEL: 3 | OUTPUT: 12 | ANSWER: 12 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/counting_and_probability/36.json
906 TYPE: Counting & Probability | LEVEL: 1 | OUTPUT: None | ANSWER: 3 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/counting_and_probability/976.json
907 TYPE: Counting & Probability | LEVEL: 4 | OUTPUT: 16 | ANSWER: 12 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/counting_and_probability/339.json
908 TYPE: Counting & Probability | LEVEL: 3 | OUTPUT: None | ANSWER: \frac{1}{24} | FNAME: /home/besperk/Code/MATH-Data/MATH/test/counting_and_probability/24978.json
909 TYPE: Counting & Probability | LEVEL: 3 | OUTPUT: None | ANSWER: \dfrac{3}{10} | FNAME: /home/besperk/Code/MATH-Data/MATH/test/counting_and_probability/400.json
910 TYPE: Counting & Probability | LEVEL: 2 | OUTPUT: None | ANSWER: 360 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/counting_and_probability/972.json
911 TYPE: Counting & Probability | LEVEL: 4 | OUTPUT: None | ANSWER: \frac{1}{2} | FNAME: /home/besperk/Code/MATH-Data/MATH/test/counting_and_probability/282.json
912 TYPE: Counting & Probability | LEVEL: 3 | OUTPUT: 4.75 | ANSWER: 8\text{ meals} | FNAME: /home/besperk/Code/MATH-Data/MATH/test/counting_and_probability/628.json
913 TYPE: Counting & Probability | LEVEL: 1 | OUTPUT: 6 | ANSWER: 6\frac15 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/counting_and_probability/105.json
914 TYPE: Counting & Probability | LEVEL: 4 | OUTPUT: None | ANSWER: 3 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/counting_and_probability/689.json
915 TYPE: Counting & Probability | LEVEL: 2 | OUTPUT: \dfrac{1}{6} | ANSWER: \frac{1}{4} | FNAME: /home/besperk/Code/MATH-Data/MATH/test/counting_and_probability/496.json
916 TYPE: Counting & Probability | LEVEL: 4 | OUTPUT: \frac{1}{4} | ANSWER: \frac{\pi}{4} | FNAME: /home/besperk/Code/MATH-Data/MATH/test/counting_and_probability/969.json
917 TYPE: Counting & Probability | LEVEL: 5 | OUTPUT: \frac{1}{2} | ANSWER: 960 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/counting_and_probability/477.json
918 TYPE: Counting & Probability | LEVEL: 1 | OUTPUT: None | ANSWER: 0 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/counting_and_probability/374.json
919 TYPE: Counting & Probability | LEVEL: 5 | OUTPUT: 4 | ANSWER: \frac{35}{128} | FNAME: /home/besperk/Code/MATH-Data/MATH/test/counting_and_probability/559.json
920 TYPE: Counting & Probability | LEVEL: 5 | OUTPUT: 2310 | ANSWER: 40 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/counting_and_probability/1043.json
921 TYPE: Counting & Probability | LEVEL: 4 | OUTPUT: None | ANSWER: 10800 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/counting_and_probability/886.json
922 TYPE: Counting & Probability | LEVEL: 3 | OUTPUT: None | ANSWER: 210 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/counting_and_probability/1115.json
923 TYPE: Counting & Probability | LEVEL: 3 | OUTPUT: None | ANSWER: \$0.20 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/counting_and_probability/464.json
924 TYPE: Counting & Probability | LEVEL: 3 | OUTPUT: None | ANSWER: 2880 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/counting_and_probability/795.json
925 TYPE: Counting & Probability | LEVEL: 4 | OUTPUT: 24 | ANSWER: 1414 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/counting_and_probability/1033.json
926 TYPE: Counting & Probability | LEVEL: 1 | OUTPUT: 33 | ANSWER: 363 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/counting_and_probability/409.json
927 TYPE: Counting & Probability | LEVEL: 4 | OUTPUT: None | ANSWER: 30 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/counting_and_probability/407.json
928 TYPE: Counting & Probability | LEVEL: 2 | OUTPUT: 2 | ANSWER: 1 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/counting_and_probability/526.json
929 TYPE: Counting & Probability | LEVEL: 5 | OUTPUT: 11 | ANSWER: \frac{13}{17} | FNAME: /home/besperk/Code/MATH-Data/MATH/test/counting_and_probability/1026.json
930 TYPE: Counting & Probability | LEVEL: 2 | OUTPUT: 25 | ANSWER: 13 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/counting_and_probability/199.json
931 TYPE: Counting & Probability | LEVEL: 5 | OUTPUT: 4 | ANSWER: 200 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/counting_and_probability/695.json
932 TYPE: Counting & Probability | LEVEL: 1 | OUTPUT: \dfrac{1}{2} | ANSWER: \frac{7}{12} | FNAME: /home/besperk/Code/MATH-Data/MATH/test/counting_and_probability/162.json
933 TYPE: Counting & Probability | LEVEL: 4 | OUTPUT: \dfrac{1}{2} | ANSWER: \frac{11}{36} | FNAME: /home/besperk/Code/MATH-Data/MATH/test/counting_and_probability/270.json
934 TYPE: Counting & Probability | LEVEL: 4 | OUTPUT: \dfrac{1}{4} | ANSWER: \frac{3}{16} | FNAME: /home/besperk/Code/MATH-Data/MATH/test/counting_and_probability/1107.json
935 TYPE: Counting & Probability | LEVEL: 5 | OUTPUT: None | ANSWER: 540 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/counting_and_probability/894.json
936 TYPE: Counting & Probability | LEVEL: 5 | OUTPUT: \frac{1}{n+1} | ANSWER: \frac{7}{72} | FNAME: /home/besperk/Code/MATH-Data/MATH/test/counting_and_probability/1102.json
937 TYPE: Counting & Probability | LEVEL: 4 | OUTPUT: 6 | ANSWER: 24 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/counting_and_probability/653.json
938 TYPE: Counting & Probability | LEVEL: 2 | OUTPUT: None | ANSWER: \frac{1}{32} | FNAME: /home/besperk/Code/MATH-Data/MATH/test/counting_and_probability/503.json
939 TYPE: Counting & Probability | LEVEL: 5 | OUTPUT: \frac{1}{4} | ANSWER: \frac{11}{16} | FNAME: /home/besperk/Code/MATH-Data/MATH/test/counting_and_probability/419.json
940 TYPE: Counting & Probability | LEVEL: 5 | OUTPUT: 7 | ANSWER: 84 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/counting_and_probability/867.json
941 TYPE: Counting & Probability | LEVEL: 1 | OUTPUT: 10 | ANSWER: 3 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/counting_and_probability/474.json
942 TYPE: Counting & Probability | LEVEL: 1 | OUTPUT: None | ANSWER: 81 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/counting_and_probability/997.json
943 TYPE: Counting & Probability | LEVEL: 4 | OUTPUT: None | ANSWER: 97 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/counting_and_probability/355.json
944 TYPE: Counting & Probability | LEVEL: 5 | OUTPUT: \dfrac{1}{3} | ANSWER: \dfrac{7}{20} | FNAME: /home/besperk/Code/MATH-Data/MATH/test/counting_and_probability/967.json
945 TYPE: Counting & Probability | LEVEL: 2 | OUTPUT: 6 | ANSWER: 3 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/counting_and_probability/900.json
946 TYPE: Counting & Probability | LEVEL: 2 | OUTPUT: None | ANSWER: 165 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/counting_and_probability/482.json
947 TYPE: Counting & Probability | LEVEL: 3 | OUTPUT: \dfrac{1}{2} | ANSWER: \frac{1}{2} | FNAME: /home/besperk/Code/MATH-Data/MATH/test/counting_and_probability/156.json
948 TYPE: Counting & Probability | LEVEL: 5 | OUTPUT: None | ANSWER: \frac{5}{54} | FNAME: /home/besperk/Code/MATH-Data/MATH/test/counting_and_probability/798.json
949 TYPE: Counting & Probability | LEVEL: 5 | OUTPUT: \frac{1}{2} | ANSWER: \frac{9}{32} | FNAME: /home/besperk/Code/MATH-Data/MATH/test/counting_and_probability/956.json
950 TYPE: Counting & Probability | LEVEL: 4 | OUTPUT: None | ANSWER: -125 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/counting_and_probability/119.json
951 TYPE: Counting & Probability | LEVEL: 3 | OUTPUT: None | ANSWER: 15 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/counting_and_probability/659.json
952 TYPE: Counting & Probability | LEVEL: 5 | OUTPUT: None | ANSWER: 96 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/counting_and_probability/1035.json
953 TYPE: Counting & Probability | LEVEL: 5 | OUTPUT: \frac{1}{4} | ANSWER: \frac{37}{819} | FNAME: /home/besperk/Code/MATH-Data/MATH/test/counting_and_probability/367.json
954 TYPE: Counting & Probability | LEVEL: 4 | OUTPUT: 1 | ANSWER: 1 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/counting_and_probability/456.json
955 TYPE: Counting & Probability | LEVEL: 4 | OUTPUT: 10 | ANSWER: 90 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/counting_and_probability/1083.json
956 TYPE: Counting & Probability | LEVEL: 2 | OUTPUT: None | ANSWER: \frac{1}{840} | FNAME: /home/besperk/Code/MATH-Data/MATH/test/counting_and_probability/908.json
957 TYPE: Counting & Probability | LEVEL: 2 | OUTPUT: \frac{1}{2} | ANSWER: \$0.50 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/counting_and_probability/266.json
958 TYPE: Counting & Probability | LEVEL: 5 | OUTPUT: None | ANSWER: 14,\!400 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/counting_and_probability/103.json
959 TYPE: Counting & Probability | LEVEL: 3 | OUTPUT: None | ANSWER: 23 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/counting_and_probability/512.json
960 TYPE: Counting & Probability | LEVEL: 3 | OUTPUT: 7 | ANSWER: 4 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/counting_and_probability/663.json
961 TYPE: Counting & Probability | LEVEL: 2 | OUTPUT: None | ANSWER: 6720 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/counting_and_probability/395.json
962 TYPE: Counting & Probability | LEVEL: 4 | OUTPUT: None | ANSWER: 63 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/counting_and_probability/25149.json
963 TYPE: Counting & Probability | LEVEL: 4 | OUTPUT: 400 | ANSWER: 425 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/counting_and_probability/455.json
964 TYPE: Counting & Probability | LEVEL: 5 | OUTPUT: None | ANSWER: -\frac{1}{16} | FNAME: /home/besperk/Code/MATH-Data/MATH/test/counting_and_probability/805.json
965 TYPE: Counting & Probability | LEVEL: 2 | OUTPUT: None | ANSWER: 1260 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/counting_and_probability/1060.json
966 TYPE: Counting & Probability | LEVEL: 5 | OUTPUT: None | ANSWER: \frac{3}{4} | FNAME: /home/besperk/Code/MATH-Data/MATH/test/counting_and_probability/614.json
967 TYPE: Counting & Probability | LEVEL: 2 | OUTPUT: 8 | ANSWER: 28 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/counting_and_probability/106.json
968 TYPE: Counting & Probability | LEVEL: 4 | OUTPUT: 11 | ANSWER: 12 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/counting_and_probability/987.json
969 TYPE: Counting & Probability | LEVEL: 4 | OUTPUT: 10 | ANSWER: 771,\!400 | FNAME: /home/besperk/Code/MATH-Data/MATH/test/counting_and_probability/172.json
970 TYPE: Counting & Probability | LEVEL: 3 | OUTPUT: None | ANSWER: \frac{1}{5} | FNAME: /home/besperk/Code/MATH-Data/MATH/test/counting_and_probability/834.json
